"ID","Player","Team","Position","RkOv","Status","Age","FPts","FP/G","Ros","+/-","IP","ERA","K","W","ER","H","BB","SV","HLD","QS","HB","GP"
"*04pvl*","Mike Burrows","HOU","SP","768","FA","26","47","2.61","33%","-1%","94.2","5.99","75","4","63","112","35","0","0","4","4","18"
"*05y5l*","Franco Aleman","CLE","RP","769","FA","26","47","3.92","8%","0%","13.2","1.32","16","0","2","8","5","0","3","0","0","12"
"*04pw2*","Chase Shugart","PHI","RP","770","FA","29","47","1.62","1%","0%","33.2","5.08","42","2","19","31","13","0","0","0","3","29"
"*06fzq*","Craig Yoho","MIL","RP","771","FA","26","47","3.36","12%","0%","19","3.32","18","2","7","8","8","0","1","0","2","14"
"*01xfr*","Patrick Corbin","TOR","SP","772","FA","37","47","2.47","11%","-1%","80","5.51","63","3","49","98","25","1","0","1","6","19"
"*06qxg*","Tyler Davis","CHW","RP","774","FA","27","46","1.92","1%","0%","26.1","4.10","22","2","12","17","15","1","0","0","0","24"
"*04y78*","Jacob Waguespack","DET","RP","775","FA","32","46","3.29","1%","0%","18.1","1.47","13","0","3","9","6","0","1","0","1","14"
"*041vj*","Julian Garcia","CIN","SP,RP","782","FA","31","46","3.83","3%","+1%","16.2","2.70","16","1","5","8","8","1","1","0","1","12"
"*046yd*","Dennis Santana","PIT","RP","777","FA","30","46","1.05","32%","-1%","41.2","6.05","37","2","28","42","21","2","5","0","2","44"
"*03di1*","Matt Gage","SF","RP","785","FA","33","43","1.26","3%","0%","27.1","5.60","22","4","17","28","17","1","5","0","1","34"
"*0514m*","Chris Murphy","CHW","RP","786","FA","28","43","1.72","2%","0%","25.2","4.56","25","3","13","23","14","1","1","0","3","25"
"*05jqy*","Mitchell Parker","WSH","SP,RP","790","FA","26","43","1.95","6%","0%","39.2","6.58","34","3","29","46","13","1","7","0","2","22"
"*05j8o*","Angel Chivilli","NYY","RP","789","FA","24","43","3.91","5%","+2%","12.2","0.71","13","1","1","7","4","0","1","0","1","11"
"*043r7*","Caleb Ferguson","CIN","RP","805","FA","30","42","1.83","3%","0%","22.2","3.57","21","1","9","24","11","1","2","0","0","23"
"*02h8d*","Steven Matz","TB","SP,RP","791","FA","35","42","2.8","21%","0%","53","6.28","41","4","37","55","19","0","1","3","1","15"
"*05y7j*","Robby Ahlstrom","TEX","RP","792","FA","27","42","1.75","1%","0%","19.2","5.03","17","3","11","20","8","0","5","0","0","24"
"*01scl*","Craig Kimbrel","TB","RP","795","FA","38","41","1.37","2%","0%","31","4.35","29","0","15","26","12","0","1","0","1","30"
"*02h9r*","Miles Mikolas","WSH","SP,RP","797","FA","37","41","1.86","13%","0%","102","5.65","52","3","64","115","21","0","0","0","1","22"
"*04ek8*","Connor Brogdon","CLE","RP","798","FA","31","41","2.73","2%","0%","15.1","5.28","14","2","9","14","3","1","4","0","0","15"
"*03mle*","Joe Mantiply","TOR","RP","799","FA","35","40","2.35","1%","0%","17.2","2.04","16","1","4","16","4","0","0","0","1","17"
"*05t5k*","Wilber Dotel","PIT","SP,RP","806","FA","23","38","3.45","10%","0%","22.1","4.84","25","1","12","19","9","0","2","0","0","11"
"*0630h*","Mason Barnett","ATH","SP,RP","807","FA","25","38","2.71","10%","-2%","24.2","4.74","23","1","13","21","13","2","0","0","0","14"
"*04pqh*","Mason Englert","TB","SP,RP","808","FA","26","38","2.71","4%","-2%","35.2","4.54","32","0","18","43","8","1","0","0","1","14"
"*04eec*","Nate Pearson","KC","RP","810","FA","29","38","2.24","3%","0%","21","3.43","16","2","8","16","13","1","0","0","1","17"
"*0518s*","Ryan Gusto","MIA","SP,RP","811","FA","27","38","3.17","6%","+1%","34","4.50","31","0","17","34","11","0","1","0","2","12"
"*04q5s*","Ryan Fernandez","STL","RP","815","FA","28","37","3.36","2%","0%","13.1","2.70","20","1","4","11","7","0","1","0","0","11"
"*04prz*","Austin Warren","NYM","RP","816","FA","30","37","1.42","2%","0%","35","4.63","37","1","18","34","18","0","0","0","3","26"
"*04erc*","Ron Marinaccio","PIT","RP","818","FA","31","37","1.06","1%","0%","49.1","4.93","39","1","27","53","19","0","1","0","4","35"
"*03amq*","German Marquez","SD","SP","826","FA","31","36","3.27","12%","-2%","47","5.17","34","4","27","50","22","0","0","0","2","11"
"*0515q*","Adam Macko","TOR","SP,RP","825","FA","25","36","1.64","5%","-1%","22","4.91","23","2","12","24","10","0","4","0","3","22"
"*04pqs*","Jake Bird","NYY","RP","832","FA","30","35","0.97","3%","0%","30.1","5.93","31","1","20","36","11","0","7","0","5","36"
"*060pi*","Alimber Santa","HOU","RP","833","FA","23","35","3.5","5%","0%","15.1","1.17","9","0","2","8","6","0","0","0","0","10"
"*05y12*","Daniel Duarte","NYM","RP","835","FA","29","35","5.83","1%","0%","10.1","0.00","9","0","0","2","2","0","0","0","1","6"
"*04ehi*","Tyler Zuber","MIA","RP","839","FA","31","34","1.79","1%","0%","16","5.06","18","0","9","20","3","1","5","0","2","19"
"*05a06*","Nick Mears","KC","RP","840","FA","29","34","1.62","4%","0%","19.1","5.12","15","2","11","18","11","0","5","0","0","21"
"*03qln*","Jimmy Herget","COL","SP,RP","846","FA","32","33","1.18","6%","-1%","28","6.43","29","0","20","34","14","3","5","0","2","28"
"*05jpe*","Connor Phillips","CIN","RP","848","FA","25","32","1.28","9%","0%","27.2","5.53","28","1","17","21","28","1","5","0","3","25"
"*05r1z*","Zack Kelly","BOS","RP","849","FA","31","32","1.88","1%","0%","16.1","3.31","14","0","6","14","7","0","3","0","1","17"
"*0506h*","Randy Dobnak","KC","RP","850","FA","31","32","8","9%","+5%","19","1.42","10","0","3","17","9","0","0","0","0","4"
"*05173*","Alec Gamboa","BOS","SP,RP","851","FA","29","32","4.57","1%","0%","13","2.08","12","0","3","10","5","1","0","0","0","7"
"*01ucb*","Drew Pomeranz","(N/A)","RP","854","FA","37","32","1.03","4%","0%","29","5.59","17","2","18","32","16","0","8","0","2","31"
"*05yay*","Tyler Samaniego","BOS","SP,RP","858","FA","27","31","1.55","2%","0%","20.1","2.66","17","0","6","22","8","0","1","0","2","20"
"*051as*","Cody Laweryson","MIN","RP","859","FA","28","31","2.07","2%","0%","16.2","4.86","18","1","9","15","8","1","2","0","2","15"
"*026l1*","Lance McCullers Jr.","MIL","SP","862","FA","32","31","3.1","30%","-2%","44","6.55","48","2","32","41","27","0","1","2","2","10"
"*051dw*","Brandon Eisert","PIT","SP,RP","860","FA","28","31","1","2%","0%","32","6.75","38","2","24","33","12","0","2","0","0","31"
"*05oyw*","Nick Davila","SEA","RP","863","FA","27","31","1.55","1%","0%","22.2","3.57","9","0","9","16","11","1","2","0","3","20"
"*02hxd*","Danny Coulombe","(N/A)","RP","865","FA","36","30","1.03","2%","0%","22","4.50","10","0","11","18","15","0","7","0","1","29"
"*0514j*","Gavin Hollowell","CHC","RP","866","FA","28","30","2.31","1%","+1%","13.1","2.70","13","0","4","10","8","1","1","0","1","13"
"*05jpa*","Beck Way","KC","RP","868","FA","26","30","1.58","2%","0%","23.1","3.86","21","1","10","27","10","0","1","0","1","19"
"*0429q*","Michael Rucker","SEA","RP","869","FA","32","30","1.76","0%","0%","18.2","4.34","23","0","9","18","6","0","1","0","1","17"
"*066b2*","Drew Sommers","DET","RP","870","FA","25","30","1.43","2%","0%","13.2","5.27","19","0","8","15","8","0","6","0","1","21"
"*06aw2*","Samuel Aldegheri","LAA","SP,RP","871","FA","24","29","3.22","8%","-1%","33.2","5.08","22","3","19","31","17","0","0","0","1","9"
"*04n0o*","Cole Wilcox","SEA","RP","872","FA","27","29","1.53","4%","0%","23.2","3.42","23","0","9","21","15","0","0","0","2","19"
"*041yb*","Dean Kremer","BAL","SP","762","FA","30","29","4.14","52%","-2%","36","6.50","38","1","26","38","11","0","0","2","0","7"
"*066d2*","Cade Gibson","MIA","RP","873","FA","28","29","1.26","2%","0%","28","5.79","25","2","18","28","13","0","4","0","5","23"
"*02c2h*","Chris Bassitt","BAL","SP","874","FA","37","29","2.42","35%","0%","56.1","5.27","37","4","33","70","22","0","0","2","8","12"
"*06308*","William Kempner","MIA","RP","875","FA","25","29","3.22","3%","0%","12.1","2.92","14","1","4","8","4","0","0","0","2","9"
"*0614c*","Jordan Leasure","CHW","RP","876","FA","27","29","1.61","9%","0%","18.2","6.27","18","2","13","15","8","0","3","0","0","18"
"*02n9l*","Dietrich Enns","BAL","RP","879","FA","35","28","2.15","1%","0%","16","3.94","13","3","7","13","11","0","0","0","0","13"
"*05u2q*","Blade Tidwell","SF","SP,RP","882","FA","25","28","3.5","16%","0%","12","3.00","10","0","4","10","3","1","1","0","1","8"
"*066a8*","David Morgan","SD","RP","880","FA","26","28","1.56","3%","0%","22","4.50","26","2","11","26","13","0","1","0","3","18"
"*062pn*","David Sandlin","CHW","SP,RP","884","FA","25","28","7","17%","0%","19.1","6.05","20","2","13","15","10","0","0","2","0","4"
"*060uk*","Jack Anderson","MIN","SP,RP","883","FA","26","28","5.6","3%","+1%","11.1","2.38","10","0","3","9","3","1","0","0","0","5"
"*02c1b*","Burch Smith","DET","RP","886","FA","36","28","2.15","1%","0%","17","3.18","20","0","6","18","7","0","0","0","0","13"
"*051ui*","Jacob Lopez","ATH","SP","888","FA","28","27","1.69","23%","+2%","64.2","6.12","53","5","44","68","40","0","1","0","3","16"
"*06ak0*","Blas Castano","COL","RP","891","FA","27","26","2.6","0%","0%","20.2","3.92","17","1","9","22","6","0","0","0","2","10"
"*065uw*","Tyler Schweitzer","CHW","SP,RP","892","FA","25","26","2.89","2%","0%","16.2","3.78","8","1","7","18","5","1","1","0","0","9"
"*04ejp*","James Karinchak","ATL","RP","894","FA","30","25","2.78","2%","0%","9.2","1.86","8","0","2","4","5","0","1","0","0","9"
"*041sz*","Tobias Myers","NYM","SP,RP","899","FA","27","25","0.96","10%","0%","46","6.26","33","0","32","51","13","1","3","0","0","26"
"*0512u*","Jack Kochanowicz","LAA","SP","902","FA","25","24","1.85","14%","0%","64","6.19","47","2","44","65","36","0","0","5","5","13"
"*05152*","Tanner Gordon","COL","SP,RP","904","FA","28","23","1.64","4%","0%","58","5.90","53","0","38","75","13","0","0","0","2","14"
"*05jrb*","Victor Mederos","ATL","SP,RP","907","FA","25","23","3.29","3%","+1%","11.2","3.86","10","0","5","9","3","1","0","0","0","7"
"*05xtu*","Will Dion","CLE","SP,RP","906","FA","26","23","2.3","2%","0%","17.2","4.58","24","0","9","23","3","0","0","0","1","10"
"*051b2*","Paxton Schultz","WSH","RP","908","FA","28","23","0.88","2%","0%","31.2","5.68","31","1","20","39","12","1","0","0","1","26"
"*041rq*","Brenan Hanifee","DET","RP","910","FA","28","22","1.1","2%","0%","20","4.05","8","0","9","21","6","0","3","0","1","20"
"*05y7v*","Carson Whisenhunt","SF","SP","911","FA","25","22","7.33","33%","+9%","15.2","4.60","13","2","8","14","8","0","0","0","0","3"
"*04elu*","Tom Cosgrove","WSH","RP","912","FA","30","22","3.67","3%","+1%","6","1.50","4","0","1","6","2","1","2","0","0","6"
"*05yam*","Riley Martin","CHC","RP","914","FA","28","22","2.75","2%","0%","8.1","2.16","10","0","2","5","2","0","0","0","0","8"
"*0429h*","Bryse Wilson","MIL","SP,RP","923","FA","28","21","3","2%","0%","18.2","3.86","16","0","8","23","2","0","0","0","2","7"
"*03qni*","Danny Young","ATL","RP","924","FA","32","20","2","1%","0%","7.1","2.45","6","0","2","5","8","0","4","0","1","10"
"*04pql*","Ethan Roberts","CHC","RP","928","FA","29","19","0.83","1%","0%","25.2","4.21","17","0","12","22","14","0","0","0","3","23"
"*05u38*","Peyton Pallette","CHW","SP,RP","930","FA","25","19","1.19","4%","0%","20.2","5.23","22","1","12","17","16","0","1","0","3","16"
"*05ybh*","Garrett Acton","MIN","RP","929","FA","28","19","4.75","1%","0%","6.2","2.70","9","1","2","4","3","0","0","0","1","4"
"*025kd*","Jose Quintana","COL","SP","931","FA","37","19","2.11","11%","0%","41","5.27","20","2","24","45","17","0","0","1","1","9"
"*06l4y*","Logan VanWey","HOU","RP","939","FA","27","19","3.8","1%","0%","6","1.50","5","1","1","5","0","0","0","0","0","5"
"*02of2*","Carl Edwards Jr.","DET","RP","933","FA","34","19","9.5","0%","0%","6","1.50","11","0","1","3","4","0","0","0","0","2"
"*04ml0*","Yusei Kikuchi","LAA","SP","940","FA","35","19","2.71","41%","0%","31","5.81","33","0","20","35","14","0","0","1","1","7"
"*0519h*","Hunter Bigge","TB","RP","946","FA","28","18","1","3%","0%","19.1","6.98","14","1","15","14","14","0","5","0","0","18"
"*064nv*","Alex Hoppe","SEA","RP","947","FA","27","18","0.82","1%","0%","25","6.12","29","0","17","26","11","0","1","0","1","22"
"*05a1s*","Eddy Yean","WSH","RP","951","FA","25","18","4.5","2%","+1%","7.2","2.35","4","0","2","4","2","0","1","0","0","4"
"*05gsw*","Yerry De Los Santos","NYY","RP","950","FA","28","18","3.6","1%","0%","8.2","1.04","7","0","1","8","4","0","0","0","0","5"
"*05xop*","Cade Povich","BAL","SP","953","FA","26","17","4.25","17%","0%","19.1","5.12","12","1","11","19","7","0","0","1","1","4"
"*06qcs*","Jonathan Pintaro","NYM","RP","952","FA","28","17","3.4","1%","0%","12.1","5.11","12","0","7","6","3","0","0","0","2","5"
"*03qwa*","Phil Maton","CHC","RP","954","FA","33","17","0.55","9%","0%","27.2","6.18","31","0","19","34","16","0","5","0","5","31"
"*03qpi*","Patrick Sandoval","BOS","SP","956","FA","29","17","5.67","26%","-2%","14","3.21","13","0","5","19","4","0","0","0","0","3"
"*05142*","Garrett Stallings","MIL","SP,RP","957","FA","28","17","5.67","1%","0%","5","0.00","5","0","0","1","2","0","0","0","0","3"
"*04w0m*","Yovanny Cruz","NYY","RP","958","FA","26","17","5.67","4%","0%","4.1","0.00","6","0","0","1","0","0","0","0","1","3"
"*04o10*","Joel Peguero","SF","RP","959","FA","29","17","1.55","3%","0%","11.1","2.38","5","0","3","10","4","0","1","0","2","11"
"*03qlm*","Tyler Ferguson","CHC","RP","960","FA","32","17","1.31","2%","0%","12.2","7.11","16","0","10","13","0","0","3","0","3","13"
"*06kwi*","Kyle Backhus","PHI","RP","964","FA","28","16","0.84","1%","0%","18","5.50","18","1","11","24","4","0","1","0","2","19"
"*06rtp*","Mike Paredes","MIN","SP,RP","965","FA","26","16","1.78","4%","0%","34.1","4.72","19","0","18","36","13","0","0","0","3","9"
"*05xpp*","Chad Dallas","TOR","SP","966","FA","26","16","8","3%","0%","4.2","1.93","3","1","1","3","2","0","1","0","0","2"
"*04pmk*","Michael Grove","TB","RP","968","FA","29","16","16","2%","0%","3","0.00","4","1","0","1","0","0","0","0","0","1"
"*05yj3*","Josh Ekness","MIA","RP","970","FA","24","16","2.67","5%","0%","5.1","1.69","5","0","1","2","5","1","0","0","0","6"
"*04pqd*","Drew Rom","MIL","SP,RP","971","FA","26","16","3.2","2%","0%","5.2","3.18","11","1","2","6","4","0","0","0","0","5"
"*05198*","Gavin Collyer","TEX","SP,RP","972","FA","25","16","0.73","3%","0%","23","5.09","22","1","13","15","19","0","0","0","6","22"
"*02n6w*","Ryan Borucki","(N/A)","RP","973","FA","32","16","0.76","1%","0%","23.2","4.94","15","1","13","27","9","0","1","0","2","21"
"*05r3g*","Mason Black","KC","RP","975","FA","26","15","1.25","4%","0%","17.2","3.57","15","0","7","19","11","0","0","0","2","12"
"*04enz*","Robert Garcia","TEX","RP","979","FA","30","15","1.67","30%","0%","8","3.38","6","0","3","5","7","0","2","0","0","9"
"*06fwg*","Khristian Curtis","PIT","SP","977","FA","24","15","15","10%","0%","5","0.00","4","0","0","2","2","0","0","0","0","1"
"*04otv*","Alan Rangel","PHI","SP,RP","982","FA","28","15","2.5","5%","-2%","23.1","5.40","26","0","14","25","12","0","0","0","2","6"
"*051h5*","Ben Peoples","TEX","RP","981","FA","25","15","1.87","1%","0%","8.1","2.16","4","0","2","7","0","0","0","0","1","8"
"*04ehs*","Cody Bolton","HOU","SP,RP","983","FA","28","15","1.87","2%","0%","20","5.40","22","0","12","21","14","1","0","0","1","8"
"*02mw7*","Lucas Sims","(N/A)","RP","989","FA","32","14","1.56","1%","0%","10","4.50","10","0","5","9","7","0","2","0","1","9"
"*05qzx*","Angel Zerpa","MIL","RP","994","FA","26","13","1.08","4%","0%","12.2","6.39","8","0","9","16","6","2","2","0","0","12"
"*06fqx*","Seth Halvorsen","LAD","RP","995","FA","26","13","0.62","8%","+1%","19","4.74","17","0","10","22","15","0","2","0","0","21"
"*0511t*","Seth Johnson","PHI","RP","997","FA","27","13","0.87","2%","0%","15.2","5.74","20","1","10","14","13","0","0","0","1","15"
"*0648k*","Paul Gervase","LAD","RP","996","FA","26","13","3.25","1%","0%","7.2","2.35","8","0","2","7","5","0","0","0","0","4"
"*05u2x*","Josh Walker","BAL","RP","998","FA","31","13","2.17","0%","0%","7.2","3.52","7","0","3","6","2","0","0","0","0","6"
"*04puc*","Bennett Sousa","HOU","RP","1002","FA","31","13","1.62","5%","0%","6","4.50","6","0","3","6","5","0","3","0","0","8"
"*03drx*","Connor Seabold","KC","RP","1003","FA","30","13","0.62","1%","0%","24","5.25","20","1","14","30","11","0","1","0","3","21"
"*041qo*","Zac Gallen","ARI","SP","1006","FA","30","12","0.63","58%","-1%","98","6.34","61","3","69","122","31","0","0","3","4","19"
"*0511r*","Drey Jameson","ARI","RP","1008","FA","28","12","1.09","3%","0%","17.1","4.67","13","0","9","16","9","0","0","0","1","11"
"*050ih*","Jhony Brito","SD","RP","1007","FA","28","12","4","2%","0%","5.1","3.38","4","0","2","4","1","0","1","0","0","3"
"*03111*","Marco Gonzales","TEX","SP","1011","FA","34","12","12","1%","0%","3","0.00","2","0","0","2","2","1","0","0","0","1"
"*060mz*","Jose Cuas","KC","RP","1012","FA","32","12","2.4","0%","0%","6.1","2.84","9","0","2","8","2","0","0","0","0","5"
"*06686*","Brian Fitzpatrick","MIL","RP","1013","FA","26","12","2.4","1%","0%","6.2","1.35","5","0","1","7","3","0","0","0","0","5"
"*06ala*","Osvaldo Bido","(N/A)","SP,RP","1014","FA","30","12","1.09","2%","0%","18.2","6.27","11","2","13","15","10","1","0","0","4","11"
"*04eiw*","Eli Morgan","KC","RP","1016","FA","30","11","0.69","1%","0%","19.1","5.12","16","0","11","24","9","1","0","0","2","16"
"*03qto*","Evan Phillips","LAD","RP","1017","FA","31","11","1.57","11%","-1%","6.2","6.75","9","0","5","8","1","0","2","0","0","7"
"*03qxr*","Cole Sands","MIN","RP","1024","FA","29","11","0.85","12%","0%","12","8.25","11","1","11","15","5","1","3","0","1","13"
"*06qgo*","Luis Gastelum","STL","RP","1020","FA","24","11","1.38","4%","-1%","8","5.63","8","1","5","9","4","0","1","0","0","8"
"*06l49*","Eiberson Castellano","COL","RP","1019","FA","25","11","11","2%","0%","3","0.00","2","0","0","4","0","1","0","0","1","1"
"*03yx9*","Elieser Hernandez","ATL","RP","1021","FA","31","11","11","0%","0%","3","0.00","2","1","0","1","3","0","0","0","0","1"
"*05jp3*","Logan Allen","CLE","SP","1025","FA","27","11","5.5","16%","-2%","7.1","2.45","10","0","2","11","4","0","0","0","0","2"
"*04pta*","Joey Gerber","NYM","RP","1026","FA","29","11","1.57","1%","0%","8.1","4.32","8","0","4","6","4","0","0","0","0","7"
"*04eqd*","Cam Sanders","BAL","RP","1028","FA","29","10","0.91","1%","0%","11","7.36","15","1","9","9","10","1","0","0","1","11"
"*05gwt*","Jake Eder","(N/A)","RP","1031","FA","27","10","2.5","3%","0%","4","2.25","1","1","1","3","1","0","0","0","0","4"
"*02mzi*","Ty Blach","CHC","SP","1029","FA","35","10","10","0%","0%","3","0.00","2","0","0","1","0","0","0","0","0","1"
"*04yij*","Riley Cornelio","WSH","SP,RP","1034","FA","26","10","1.11","5%","0%","18.1","5.89","17","2","12","17","17","0","0","0","0","9"
"*05yf9*","Carlos Rodriguez","MIL","RP","1037","FA","24","10","2.5","5%","0%","9.1","3.86","8","0","4","10","4","0","0","0","0","4"
"*04up8*","Lazaro Estrada","TOR","RP","1035","FA","27","10","2.5","2%","0%","9.1","4.82","6","0","5","4","5","0","0","0","0","4"
"*03dv0*","Zach Pop","MIA","RP","1036","FA","29","10","1.43","1%","0%","7.1","3.68","6","0","3","5","3","0","0","0","1","7"
